0:01:04.944673
Plot pollution (instant)
         3237028 function calls (3162394 primitive calls) in 70.773 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       10    0.000    0.000    0.000    0.000 pathlib.py:384(_wrap_strfunc)
      114    0.000    0.000    0.000    0.000 managers.py:141(<genexpr>)
      354    0.000    0.000    0.000    0.000 socket.py:91(<lambda>)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:79(bitname)
      441    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
       54    0.000    0.000    0.000    0.000 docstring.py:88(__call__)
       20    0.000    0.000    0.000    0.000 ipaddress.py:1099(_ip_int_from_string)
        6    0.000    0.000    0.000    0.000 parse.py:361(urlparse)
      306    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
        1    0.000    0.000    0.000    0.000 prepared.py:3(<module>)
        2    0.000    0.000    0.000    0.000 lazy.py:84(__new__)
      539    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
      216    0.000    0.000    0.000    0.000 cpuinfo.py:135(<listcomp>)
        1    0.000    0.000    0.000    0.000 _signatures.py:14(<module>)
       10    0.000    0.000    0.000    0.000 _make.py:321(<listcomp>)
        8    0.000    0.000    0.000    0.000 managers.py:306(_verify_integrity)
       10    0.000    0.000    0.000    0.000 base.py:3926(contains)
       16    0.000    0.000    0.000    0.000 offsets.py:51(apply_wraps)
       71    0.000    0.000    0.000    0.000 text.py:1220(set_usetex)
      352    0.000    0.000    0.000    0.000 socket.py:81(<lambda>)
     1440    0.000    0.000    0.000    0.000 inspect.py:2510(annotation)
       21    0.000    0.000    0.000    0.000 __init__.py:1268(__init__)
       49    0.000    0.000    0.000    0.000 pyparsing.py:2785(__str__)
       66    0.000    0.000    0.000    0.000 shape_base.py:220(_warn_for_nonsequence)
      216    0.000    0.000    0.000    0.000 _internal.py:851(<genexpr>)
       10    0.000    0.000    0.000    0.000 managers.py:599(_consolidate_check)
        2    0.000    0.000    0.000    0.000 _base.py:859(set_position)
        1    0.000    0.000    0.000    0.000 legend.py:285(Legend)
      128    0.000    0.000    0.000    0.000 lines.py:1211(set_ydata)
       64    0.000    0.000    0.000    0.000 deprecation.py:22(_generate_deprecation_message)
        1    0.000    0.000    0.000    0.000 decomp_schur.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numeric.py:2355(allclose)
       34    0.000    0.000    0.000    0.000 typing.py:896(_no_slots_copy)
        2    0.000    0.000    0.000    0.000 expressions.py:71(_can_use_numexpr)
        1    0.000    0.000    0.000    0.000 _core.py:2712(SeriesPlotMethods)
        6    0.000    0.000    0.000    0.000 subprocess.py:1421(_try_wait)
        1    0.000    0.000    0.000    0.000 __init__.py:773(RcParams)
        8    0.000    0.000    0.000    0.000 core.py:8012(getdoc)
       13    0.000    0.000    0.000    0.000 nanops.py:67(__call__)
       34    0.000    0.000    0.000    0.000 transforms.py:1034(__init__)
      353    0.000    0.000    0.000    0.000 socket.py:86(<lambda>)
        1    0.000    0.000    0.000    0.000 crs.py:9(lonlat_to_utm)
      351    0.000    0.000    0.000    0.000 socket.py:76(<lambda>)
       76    0.000    0.000    0.000    0.000 typing.py:1107(<genexpr>)
        2    0.000    0.000    0.000    0.000 expressions.py:63(_evaluate_standard)
        2    0.000    0.000    0.000    0.000 common.py:76(_is_url)
       16    0.000    0.000    0.000    0.000 axis.py:1553(set_major_locator)
       16    0.000    0.000    0.000    0.000 axis.py:391(apply_tickdir)
       28    0.000    0.000    0.000    0.000 calendar.py:77(__getitem__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2743(Regex)
       46    0.000    0.000    0.000    0.000 numeric.py:2758(geterr)
      402    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        1    0.000    0.000    0.000    0.000 variables.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _strptime.py:100(__calc_month)
        1    0.000    0.000    0.000    0.000 configparser.py:447(ExtendedInterpolation)
        1    0.000    0.000    0.000    0.000 offsets.py:2239(Tick)
      104    0.000    0.000    0.000    0.000 ops.py:220(_gen_eval_kwargs)
        4    0.000    0.000    0.000    0.000 axis.py:792(set_tick_params)
        1    0.000    0.000    0.000    0.000 text.py:1937(Annotation)
       96    0.000    0.000    0.000    0.000 lines.py:987(set_drawstyle)
      266    0.000    0.000    0.000    0.000 pyplot.py:2148(pad)
        1    0.000    0.000    0.000    0.000 legendre.py:83(<module>)
        1    0.000    0.000    0.000    0.000 core.py:2710(MaskedArray)
        2    0.000    0.000    0.000    0.000 polygon.py:218(__init__)
        1    0.000    0.000    0.000    0.000 expressions.py:392(ExpressionNode)
        1    0.000    0.000    0.000    0.000 __init__.py:117(parse_version)
        1    0.000    0.000    0.000    0.000 stata.py:952(StataReader)
        1    0.000    0.000    0.000    0.000 pyplot.py:1518(xlim)
        1    0.000    0.000    0.000    0.000 base.py:460(bounds)
       10    0.000    0.000    0.000    0.000 inspect.py:2861(_bind)
       50    0.000    0.000    0.000    0.000 inspect.py:91(ismethoddescriptor)
        1    0.000    0.000    0.000    0.000 h5netcdf_.py:1(<module>)
        1    0.000    0.000    0.000    0.000 expr.py:262(f)
        1    0.000    0.000    0.000    0.000 base.py:28(ExtensionArray)
        2    0.000    0.000    0.000    0.000 _base.py:2254(autoscale_view)
       17    0.000    0.000    0.000    0.000 patches.py:262(_set_edgecolor)
       96    0.000    0.000    0.000    0.000 lines.py:1190(set_markersize)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1614(_ip_int_from_string)
     1483    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 frozen.py:9(<module>)
       13    0.000    0.000    0.000    0.000 collections.py:702(set_edgecolor)
        1    0.000    0.000    0.000    0.000 transforms.py:744(Bbox)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
       36    0.000    0.000    0.000    0.000 getlimits.py:41(<lambda>)
       52    0.000    0.000    0.000    0.000 typing.py:354(_type_check)
       71    0.000    0.000    0.000    0.000 text.py:960(set_color)
        1    0.000    0.000    0.000    0.000 hermite.py:1819(Hermite)
        1    0.000    0.000    0.000    0.000 typing.py:1248(__getitem__)
      110    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
      289    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
        1    0.000    0.000    0.000    0.000 common.py:2(<module>)
        1    0.000    0.000    0.000    0.000 rasterio_.py:1(<module>)
        1    0.000    0.000    0.000    0.000 configparser.py:1286(ConverterMapping)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1406(makeRecord)
       86    0.000    0.000    0.000    0.000 pyparsing.py:3417(<genexpr>)
       13    0.000    0.000    0.000    0.000 mixins.py:40(_inplace_binary_method)
        3    0.000    0.000    0.000    0.000 __init__.py:405(wrapper)
      122    0.000    0.000    0.000    0.000 enum.py:874(_power_of_two)
        1    0.000    0.000    0.000    0.000 variable.py:220(Variable)
        2    0.000    0.000    0.000    0.000 calpuff_utils.py:181(get_data_column_name)
       72    0.000    0.000    0.000    0.000 pyparsing.py:1465(set)
        4    0.000    0.000    0.000    0.000 pyparsing.py:1819(__radd__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3331(setResultsName)
        1    0.000    0.000    0.000    0.000 numeric.py:2431(isclose)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        8    0.000    0.000    0.000    0.000 common.py:1431(needs_i8_conversion)
        6    0.000    0.000    0.000    0.000 _strptime.py:231(__seqToRE)
        1    0.000    0.000    0.000    0.000 range.py:27(RangeIndex)
       25    0.000    0.000    0.000    0.000 rcsetup.py:294(__call__)
      225    0.000    0.000    0.000    0.000 pkgutil.py:402(get_importer)
       18    0.000    0.000    0.000    0.000 _signatures.py:808(<listcomp>)
       13    0.000    0.000    0.000    0.000 collections.py:602(set_antialiased)
        1    0.000    0.000    0.000    0.000 laguerre.py:60(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1190(__init__)
       53    0.000    0.000    0.000    0.000 common.py:1545(is_float_dtype)
       28    0.000    0.000    0.000    0.000 common.py:1784(_is_dtype)
        1    0.000    0.000    0.000    0.000 zarr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 profiles.py:1(<module>)
        3    0.000    0.000    0.000    0.000 base.py:5408(default_index)
      148    0.000    0.000    0.000    0.000 rcsetup.py:64(__call__)
       13    0.000    0.000    0.000    0.000 fromnumeric.py:3373(round_)
       75    0.000    0.000    0.000    0.000 _collections_abc.py:72(_check_methods)
        2    0.000    0.000    0.000    0.000 env.py:494(require_gdal_version)
        1    0.000    0.000    0.000    0.000 geo.py:251(AitoffAxes)
        1    0.000    0.000    0.000    0.000 streamplot.py:4(<module>)
        2    0.000    0.000    0.000    0.000 parsers.py:897(close)
      353    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 utils.py:765(__init__)
        9    0.000    0.000    0.000    0.000 _make.py:1048(_attrs_to_init_script)
        1    0.000    0.000    0.000    0.000 groupby.py:1233(_add_numeric_operations)
        1    0.000    0.000    0.000    0.000 _doctools.py:1(<module>)
       13    0.000    0.000    0.000    0.000 collections.py:503(set_linestyle)
        1    0.000    0.000    0.000    0.000 __init__.py:251(__init__)
      317    0.000    0.000    0.000    0.000 overrides.py:111(array_function_dispatch)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        7    0.000    0.000    0.000    0.000 missing.py:360(array_equivalent)
        1    0.000    0.000    0.000    0.000 polar.py:790(PolarAxes)
        3    0.000    0.000    0.000    0.000 six.py:837(wrapper)
       73    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
        6    0.000    0.000    0.000    0.000 {built-in method posix.waitpid}
        5    0.000    0.000    0.000    0.000 functoolz.py:840(is_partial_args)
        1    0.000    0.000    0.000    0.000 constants.py:8(<module>)
       16    0.000    0.000    0.000    0.000 axis.py:513(apply_tickdir)
       13    0.000    0.000    0.000    0.000 impl.py:31(delegated)
       19    0.000    0.000    0.000    0.000 expressions.py:176(binop)
        2    0.000    0.000    0.000    0.000 parsers.py:1926(close)
        1    0.000    0.000    0.000    0.000 __init__.py:2594(_StringFuncParser)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:3(<module>)
       14    0.000    0.000    0.000    0.000 common.py:605(is_string_dtype)
       46    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
        1    0.000    0.000    0.000    0.000 common.py:169(AbstractDataStore)
        1    0.000    0.000    0.000    0.000 util.py:10(<module>)
      100    0.000    0.000    0.000    0.000 transforms.py:986(get_points)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:2664(prod)
       13    0.000    0.000    0.000    0.000 fromnumeric.py:2940(around)
       48    0.000    0.000    0.000    0.000 contextlib.py:59(__init__)
       78    0.000    0.000    0.000    0.000 os.py:746(decode)
       18    0.000    0.000    0.000    0.000 _signatures.py:797(check_keywords)
        1    0.000    0.000    0.000    0.000 axis.py:1720(XAxis)
        8    0.000    0.000    0.000    0.000 _base.py:2860(_validate_converted_limits)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1469(__init__)
        1    0.000    0.000    0.000    0.000 nanfunctions.py:22(<module>)
        1    0.000    0.000    0.000    0.000 tzinfo.py:1(<module>)
        9    0.000    0.000    0.000    0.000 datetime.py:356(__new__)
       12    0.000    0.000    0.000    0.000 dataarray.py:1713(_unary_op)
       10    0.000    0.000    0.000    0.000 managers.py:600(<listcomp>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:854(GraphicsContextBase)
       96    0.000    0.000    0.000    0.000 lines.py:625(axes)
        1    0.000    0.000    0.000    0.000 polyint.py:1(<module>)
        5    0.000    0.000    0.000    0.000 typing.py:668(_tp_cache)
      117    0.000    0.000    0.000    0.000 chronometer_utils.py:20(fraction_todo)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1731(FigureCanvasBase)
       78    0.000    0.000    0.000    0.000 path.py:247(simplify_threshold)
        2    0.000    0.000    0.000    0.000 typing.py:790(__getitem__)
        1    0.000    0.000    0.000    0.000 multipoint.py:2(<module>)
      291    0.000    0.000    0.000    0.000 _collections_abc.py:719(__iter__)
        1    0.000    0.000    0.000    0.000 mpl_axes.py:1(<module>)
       24    0.000    0.000    0.000    0.000 pyparsing.py:2772(parseImpl)
       64    0.000    0.000    0.000    0.000 __init__.py:1801(_warn_on_replacement)
       35    0.000    0.000    0.000    0.000 compatibility.py:246(bind_method)
        6    0.000    0.000    0.000    0.000 groupby.py:1239(groupby_function)
      144    0.000    0.000    0.000    0.000 ops.py:1347(<lambda>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1777(__init__)
       53    0.000    0.000    0.000    0.000 __init__.py:221(iteritems)
        5    0.000    0.000    0.000    0.000 impl.py:150(impl_items)
      317    0.000    0.000    0.000    0.000 overrides.py:146(decorator)
       73    0.000    0.000    0.000    0.000 pyparsing.py:388(__getitem__)
       14    0.000    0.000    0.000    0.000 fft.py:112(fft_wrap)
        1    0.000    0.000    0.000    0.000 matfuncs.py:3(<module>)
       30    0.000    0.000    0.000    0.000 getlimits.py:27(_fr1)
       22    0.000    0.000    0.000    0.000 getlimits.py:497(__init__)
       14    0.000    0.000    0.000    0.000 numerictypes.py:578(_can_coerce_all)
        1    0.000    0.000    0.000    0.000 filelock.py:13(<module>)
        1    0.000    0.000    0.000    0.000 pydap_.py:1(<module>)
      207    0.000    0.000    0.000    0.000 inspect.py:73(isclass)
      404    0.000    0.000    0.000    0.000 {shapely.speedups._speedups.coordseq_iter}
       32    0.000    0.000    0.000    0.000 copyreg.py:96(_slotnames)
